"household_id","00:00:00","00:30:00","01:00:00","01:30:00","02:00:00","02:30:00","03:00:00","03:30:00","04:00:00","04:30:00","05:00:00","05:30:00","06:00:00","06:30:00","07:00:00","07:30:00","08:00:00","08:30:00","09:00:00","09:30:00","10:00:00","10:30:00","11:00:00","11:30:00","12:00:00","12:30:00","13:00:00","13:30:00","14:00:00","14:30:00","15:00:00","15:30:00","16:00:00","16:30:00","17:00:00","17:30:00","18:00:00","18:30:00","19:00:00","19:30:00","20:00:00","20:30:00","21:00:00","21:30:00","22:00:00","22:30:00","23:00:00","23:30:00","cluster"
"I6922",0.387668571428571,0.295585714285714,0.234234285714286,0.171002857142857,0.174511428571429,0.156905714285714,0.140891428571429,0.142125714285714,0.129231428571429,0.122748571428571,0.128271428571429,0.14432,0.159011428571429,0.227454285714286,0.643011428571429,0.707791428571429,0.454657142857143,0.464548571428571,0.521451428571429,0.432782857142857,0.440362857142857,0.457988571428571,0.551448571428571,0.518868571428571,0.483114285714286,0.534894285714286,0.50134,0.49172,0.415974285714286,0.431411428571429,0.482991428571429,0.548225714285714,0.603194285714286,0.67678,0.83918,1.10574571428571,1.27055714285714,1.39705142857143,1.52106,1.31112,1.22155428571429,1.11130571428571,1.04138285714286,0.961997142857143,0.884357142857143,0.774097142857143,0.60402005730659,0.478302857142857,2
"I6924",0.228157142857143,0.221848571428571,0.219885714285714,0.217634285714286,0.211817142857143,0.214445714285714,0.211291428571429,0.215288571428571,0.206497142857143,0.209134285714286,0.21226,0.238734285714286,0.252677142857143,0.43186,0.460471428571429,0.893091428571429,0.535274285714286,0.530077142857143,0.496942857142857,0.496054285714286,0.504914285714286,0.49114,0.457134285714286,0.436088571428571,0.371617142857143,0.341845714285714,0.353268571428571,0.32132,0.321848571428571,0.297482857142857,0.302305714285714,0.345551428571429,0.392017142857143,0.525591428571429,0.703117142857143,1.04212,1.55702857142857,1.70260857142857,1.42542285714286,1.32726,1.27073142857143,1.22592857142857,1.17970857142857,1.10222857142857,0.901651428571429,0.547425714285714,0.338779369627507,0.2603,2
"I6930",0.485522857142857,0.455634285714286,0.434497142857143,0.431088571428571,0.430214285714286,0.424591428571429,0.425542857142857,0.42548,0.425054285714286,0.42048,0.42072,0.419625714285714,0.418708571428571,0.465788571428571,0.682837142857143,0.51974,0.527074285714286,0.48748,0.484768571428571,0.542622857142857,0.585025714285714,0.651488571428571,0.665057142857143,0.655431428571429,0.60548,0.679608571428571,0.616608571428571,0.582568571428571,0.564271428571429,0.5313,0.589071428571429,0.66806,0.839531428571429,1.05798285714286,0.955091428571429,0.714782857142857,0.60682,0.628905714285714,0.659891428571429,0.614285714285714,0.607482857142857,0.637851428571429,0.656974285714286,0.646125714285714,0.629888571428571,0.610522857142857,0.573699140401146,0.529668571428571,4
"I6931",0.288502857142857,0.27608,0.240502857142857,0.204317142857143,0.171894285714286,0.163565714285714,0.143974285714286,0.159091428571429,0.138217142857143,0.137162857142857,0.139311428571429,0.134488571428571,0.137297142857143,0.137177142857143,0.175065714285714,0.215162857142857,0.384662857142857,0.567548571428571,0.808185714285714,0.802291428571429,0.746842857142857,0.627062857142857,0.612591428571429,0.594357142857143,0.562925714285714,0.62078,0.67342,0.725577142857143,0.651934285714286,0.561328571428571,0.5078,0.447394285714286,0.406177142857143,0.379888571428571,0.422471428571429,0.634865714285714,0.77136,0.667865714285714,0.493411428571429,0.408485714285714,0.362902857142857,0.38218,0.417965714285714,0.382014285714286,0.386548571428571,0.352948571428571,0.318220630372493,0.306188571428571,6
"I6935",0.09802,0.0486228571428571,0.03768,0.0368742857142857,0.0376571428571429,0.0374114285714286,0.0363457142857143,0.0353228571428571,0.0368685714285714,0.0389742857142857,0.0375542857142857,0.0513857142857143,0.0485657142857143,0.0570114285714286,0.0781942857142857,0.137065714285714,0.28946,0.37942,0.414448571428571,0.39958,0.328905714285714,0.256088571428571,0.18618,0.155185714285714,0.145008571428571,0.137168571428571,0.129771428571429,0.133502857142857,0.132002857142857,0.133028571428571,0.134722857142857,0.15362,0.183614285714286,0.219468571428571,0.28692,0.349508571428571,0.348462857142857,0.390937142857143,0.3638,0.328662857142857,0.30404,0.273251428571429,0.2999,0.28698,0.265637142857143,0.271674285714286,0.23221776504298,0.162714285714286,1
"I6936",0.170608571428571,0.126171428571429,0.117894285714286,0.117251428571429,0.1164,0.11418,0.113228571428571,0.113042857142857,0.118774285714286,0.113562857142857,0.114254285714286,0.113928571428571,0.115742857142857,0.125714285714286,0.131837142857143,0.173482857142857,0.264677142857143,0.315662857142857,0.3391,0.492671428571429,0.542242857142857,0.586197142857143,0.583171428571429,0.573034285714286,0.514734285714286,0.52654,0.535825714285714,0.561328571428571,0.512291428571429,0.537637142857143,0.531414285714286,0.550934285714286,0.517662857142857,0.513697142857143,0.61564,0.596317142857143,0.586374285714286,0.519994285714286,0.491334285714286,0.487994285714286,0.508871428571429,0.541788571428571,0.52948,0.519217142857143,0.4751,0.479477142857143,0.391578796561605,0.257448571428571,3
"I6938",0.0924857142857143,0.0809714285714286,0.0806542857142857,0.0794285714285714,0.0797342857142857,0.0780171428571429,0.0791942857142857,0.0785114285714286,0.0757114285714286,0.0764342857142857,0.0996371428571429,0.326422857142857,0.126362857142857,0.09502,0.07936,0.0799171428571429,0.0840857142857143,0.0915142857142857,0.152714285714286,0.1754,0.139231428571429,0.124425714285714,0.10682,0.109834285714286,0.100522857142857,0.110942857142857,0.107222857142857,0.102631428571429,0.0977628571428571,0.11762,0.134171428571429,0.127297142857143,0.176982857142857,0.167554285714286,0.183434285714286,0.240914285714286,0.258534285714286,0.342545714285714,0.385091428571429,0.438265714285714,0.433357142857143,0.45142,0.482414285714286,0.419951428571429,0.300522857142857,0.196497142857143,0.12754441260745,0.102071428571429,2
"I6940",0.34328,0.260917142857143,0.20708,0.192074285714286,0.183668571428571,0.173217142857143,0.160817142857143,0.158288571428571,0.154028571428571,0.146705714285714,0.140842857142857,0.142042857142857,0.149591428571429,0.193785714285714,0.209462857142857,0.183428571428571,0.130277142857143,0.128348571428571,0.16818,0.195742857142857,0.194051428571429,0.217017142857143,0.247274285714286,0.244977142857143,0.243462857142857,0.194222857142857,0.168005714285714,0.16284,0.150174285714286,0.143671428571429,0.160242857142857,0.141465714285714,0.215162857142857,0.29514,0.353934285714286,0.502371428571429,0.635734285714286,0.545057142857143,0.45412,0.430248571428571,0.36508,0.360291428571429,0.384834285714286,0.4089,0.369434285714286,0.346694285714286,0.344684813753582,0.347202857142857,5
"I6941",0.0875714285714286,0.0744228571428571,0.0665314285714286,0.0620714285714286,0.05848,0.0580914285714286,0.05848,0.0607571428571429,0.0535371428571429,0.0547771428571429,0.0553457142857143,0.0551514285714286,0.0576057142857143,0.0581171428571429,0.0768,0.129745714285714,0.0925428571428571,0.112717142857143,0.138088571428571,0.28284,0.294708571428571,0.227611428571429,0.30246,0.287117142857143,0.259831428571429,0.187145714285714,0.172642857142857,0.197468571428571,0.19678,0.256288571428571,0.294242857142857,0.18392,0.131294285714286,0.0983028571428571,0.10626,0.127082857142857,0.168151428571429,0.250542857142857,0.272571428571429,0.266791428571429,0.254331428571429,0.272668571428571,0.262994285714286,0.237697142857143,0.197094285714286,0.178468571428571,0.139905444126075,0.116302857142857,3
"I6942",0.119328571428571,0.129597142857143,0.132037142857143,0.15432,0.138434285714286,0.130782857142857,0.121097142857143,0.13388,0.121894285714286,0.118762857142857,0.114842857142857,0.119854285714286,0.197928571428571,0.362202857142857,0.693088571428571,0.941448571428571,0.804577142857143,0.768337142857143,0.634554285714286,0.694345714285714,0.621048571428571,0.687402857142857,0.597308571428571,0.500762857142857,0.526271428571429,0.476637142857143,0.332017142857143,0.29904,0.291774285714286,0.291657142857143,0.285477142857143,0.285502857142857,0.342902857142857,0.533491428571429,0.583168571428571,0.74124,0.665134285714286,0.586197142857143,0.568102857142857,0.634091428571429,0.639428571428571,0.646471428571429,0.792997142857143,0.601011428571429,0.362454285714286,0.253028571428571,0.156962750716332,0.119351428571429,6
"I6947",0.685202857142857,0.584217142857143,0.555537142857143,0.525062857142857,0.469582857142857,0.486977142857143,0.445671428571429,0.447062857142857,0.439025714285714,0.40672,0.444848571428571,0.447131428571429,0.464491428571429,0.948248571428571,1.51979428571429,1.42552571428571,1.85211142857143,1.79152285714286,1.56714,1.45458,1.59944857142857,1.49400571428571,1.28625142857143,1.03966,0.901257142857143,0.97952,0.960954285714286,0.939611428571429,0.78786,0.754222857142857,0.848094285714286,0.91894,1.03255142857143,1.36254285714286,1.59432857142857,1.90468285714286,2.30988571428571,2.39699428571429,1.95522857142857,1.57890571428571,1.43327142857143,1.48688285714286,1.41938285714286,1.44251142857143,1.27117714285714,1.06197714285714,0.91036676217765,0.762897142857143,1
"I6949",0.1889,0.193694285714286,0.187374285714286,0.188731428571429,0.18958,0.186531428571429,0.18096,0.192382857142857,0.194454285714286,0.188071428571429,0.272074285714286,0.191005714285714,0.183191428571429,0.199551428571429,0.280337142857143,0.360808571428571,0.587411428571429,0.796228571428571,0.806285714285714,0.962208571428571,0.95352,0.810822857142857,0.75738,0.929365714285714,1.1001,0.916768571428571,0.691537142857143,0.587668571428571,0.589208571428571,0.567,0.552862857142857,0.55154,0.696648571428571,0.850602857142857,1.04046285714286,0.98654,0.721074285714286,0.670622857142857,0.605448571428571,0.540037142857143,0.558888571428571,0.5919,0.494731428571429,0.438562857142857,0.372182857142857,0.343894285714286,0.307699140401146,0.226842857142857,6
"I6953",0.269271428571429,0.204782857142857,0.168277142857143,0.145777142857143,0.134077142857143,0.116837142857143,0.119988571428571,0.107285714285714,0.104082857142857,0.10302,0.0940228571428571,0.100568571428571,0.190588571428571,0.147177142857143,0.843594285714286,0.363397142857143,0.181465714285714,0.130748571428571,0.128062857142857,0.184645714285714,0.166514285714286,0.157982857142857,0.172411428571429,0.142637142857143,0.182442857142857,0.197611428571429,0.32476,0.218637142857143,0.18958,0.219822857142857,0.26558,0.326311428571429,0.559211428571429,0.707614285714286,0.556154285714286,0.779402857142857,0.892734285714286,0.664957142857143,0.674434285714286,0.643437142857143,0.655165714285714,0.710342857142857,0.887025714285714,0.900257142857143,0.848051428571429,0.630271428571429,0.452759312320917,0.385248571428571,2
"I6954",0.204877142857143,0.192114285714286,0.189374285714286,0.183157142857143,0.18268,0.18092,0.17732,0.176054285714286,0.17992,0.177125714285714,0.181888571428571,0.185274285714286,0.189297142857143,0.261954285714286,0.299891428571429,0.390285714285714,0.427805714285714,0.484525714285714,0.472217142857143,0.460605714285714,0.459565714285714,0.452422857142857,0.440191428571429,0.410745714285714,0.441811428571429,0.504197142857143,0.497808571428571,0.501297142857143,0.4462,0.454237142857143,0.469731428571429,0.504037142857143,0.588577142857143,0.678605714285714,0.658791428571429,0.697745714285714,0.705411428571429,0.757391428571429,0.769308571428571,0.791785714285714,0.858757142857143,0.859677142857143,0.855577142857143,0.866511428571429,0.727411428571429,0.50856,0.342309455587393,0.241542857142857,1
"I6957",0.194897142857143,0.179102857142857,0.18072,0.173342857142857,0.169074285714286,0.168465714285714,0.160282857142857,0.169574285714286,0.159791428571429,0.1624,0.169371428571429,0.219645714285714,0.523728571428571,0.287708571428571,0.525431428571429,0.488568571428571,0.667168571428571,0.702954285714286,0.746991428571429,0.703777142857143,0.700791428571429,0.671094285714286,0.689691428571429,0.681862857142857,0.608891428571429,0.572014285714286,0.520117142857143,0.548845714285714,0.559045714285714,0.585157142857143,0.615294285714286,0.683357142857143,0.792334285714286,0.914802857142857,1.03034285714286,1.22976571428571,1.28613428571429,1.23924571428571,1.13445714285714,0.9138,0.821977142857143,0.715305714285714,0.566945714285714,0.434148571428571,0.335882857142857,0.283085714285714,0.244876790830946,0.214557142857143,1
"I6959",0.700302857142857,0.478068571428571,0.396568571428571,0.328831428571429,0.313397142857143,0.288482857142857,0.283045714285714,0.267042857142857,0.263825714285714,0.266151428571429,0.266785714285714,0.25852,0.27006,0.279951428571429,0.306777142857143,0.513237142857143,0.763117142857143,0.81922,0.989697142857143,1.06202857142857,1.12599714285714,0.861048571428571,0.889085714285714,0.979182857142857,1.08301428571429,1.13744285714286,0.928414285714286,0.921471428571429,0.895714285714286,0.923882857142857,1.08598571428571,1.15083142857143,1.30318285714286,1.10913142857143,1.06954285714286,1.12595714285714,1.12276285714286,1.30925714285714,1.30845714285714,1.19893428571429,1.31052,1.26946857142857,1.32898571428571,1.2936,1.20517714285714,1.10614285714286,1.07706876790831,0.887,3
"I6961",0.49318,0.4017,0.349265714285714,0.324874285714286,0.30886,0.308797142857143,0.301634285714286,0.293048571428571,0.288988571428571,0.307342857142857,0.312265714285714,0.306885714285714,0.309125714285714,0.427028571428571,0.629288571428571,0.59052,0.599825714285714,0.613225714285714,0.799597142857143,0.940488571428571,1.09595428571429,1.09466571428571,1.01853714285714,1.32810571428571,1.4136,1.21208571428571,1.16312285714286,1.12792857142857,1.203,1.24615142857143,1.60844571428571,1.68559428571429,1.85974857142857,1.84494,2.16474857142857,2.28223142857143,2.43456285714286,2.36704571428571,2.34669714285714,2.32045714285714,2.335,2.45497142857143,2.30421142857143,2.06425714285714,1.80474571428571,1.40327428571429,1.01490544412607,0.692525714285714,1
"I6962",0.0882628571428571,0.0888342857142857,0.0832257142857143,0.0881228571428571,0.0875971428571429,0.0867942857142857,0.08974,0.08762,0.0878,0.0902857142857143,0.0894314285714286,0.0904257142857143,0.0967114285714286,0.111634285714286,0.172002857142857,0.28072,0.579785714285714,0.30214,0.200354285714286,0.178088571428571,0.168717142857143,0.165057142857143,0.156182857142857,0.164151428571429,0.171037142857143,0.243685714285714,0.510657142857143,0.308508571428571,0.16774,0.16608,0.203174285714286,0.156894285714286,0.151705714285714,0.150254285714286,0.154954285714286,0.144565714285714,0.146557142857143,0.129,0.126902857142857,0.11754,0.110917142857143,0.113237142857143,0.102185714285714,0.0939171428571429,0.0902914285714286,0.0932828571428571,0.0869828080229226,0.0853285714285714,6
