"toy","Cluster 1","Cluster 2","Cluster 3","Cluster 4","Cluster 5","Cluster 6","weekend","temp"
"0.000000000",0.686048878205128,0.597717680840665,0.712028132387707,0.659575962695548,0.667669181034483,0.63137146577381,TRUE,1.10416666666667
"0.002739726",0.663532659151194,0.572038428641251,0.697767612293144,0.646531513237064,0.636335578304598,0.640719246031746,FALSE,-0.9375
"0.005479452",0.654842230327144,0.571026087487781,0.680607594562648,0.632539560770156,0.629197467672414,0.61978410218254,FALSE,-1.25
"0.008219178",0.666656553934571,0.572857526881721,0.67825401891253,0.632074308062575,0.637073904454023,0.631173053075397,FALSE,-0.333333333333333
"0.010958904",0.655503785366932,0.559854960899316,0.675288652482269,0.623871013838748,0.63063290229885,0.62419388640873,FALSE,-4.90625
"0.013698630",0.642663793103448,0.558612903225806,0.675987884160757,0.630866952466907,0.628285021551724,0.664729600694445,FALSE,-5.54166666666667
"0.016438356",0.701972701149425,0.658683223362659,0.753103191489362,0.66857333032491,0.718426364942529,0.724183531746032,TRUE,-2.76041666666667
"0.019178082",0.710398099027409,0.676143450635386,0.763011288416076,0.702645532490975,0.720432381465517,0.716199156746032,TRUE,2.1875
"0.021917808",0.653653901414677,0.560052724828934,0.699712322695035,0.624735559566787,0.653039331896552,0.648906746031746,FALSE,2.33333333333333
"0.024657534",0.659891025641026,0.546922653958944,0.69239609929078,0.610811296630565,0.620897988505747,0.639035652281746,FALSE,2.54166666666667
"0.027397260",0.616874723695844,0.516038000977517,0.646439923167849,0.583444569795427,0.579650862068966,0.609384362599206,FALSE,2.70833333333333
"0.030136986",0.58115649867374,0.493613697458456,0.62611926713948,0.556913583032491,0.560531519396552,0.573422309027778,FALSE,2.83333333333333
"0.032876712",0.579003370910699,0.503446297653959,0.610462854609929,0.541374548736462,0.550363775143678,0.576367435515873,FALSE,8.6875
"0.035616438",0.613108698054819,0.527543499511241,0.635996010638298,0.559916817087846,0.578940104166667,0.57243855406746,TRUE,7.20833333333333
"0.038356164",0.624253094606543,0.551565921309873,0.646156205673759,0.565935770156438,0.579868085488506,0.565997829861111,TRUE,6.02083333333333
"0.041095890",0.568942887931035,0.485604227761486,0.5985625,0.542913959085439,0.527105783045977,0.536891555059524,FALSE,7.0625
"0.043835616",0.583914677276747,0.486417949657869,0.603825650118203,0.556195998796631,0.544602191091954,0.525833519345238,FALSE,5.02083333333333
"0.046575342",0.566719772325376,0.489616080156403,0.584263327423168,0.539317087845969,0.509377514367816,0.519212487599206,FALSE,5.1875
"0.049315068",0.57723966622458,0.490102211632454,0.599116341607565,0.539238793622142,0.522185434626437,0.541928819444444,FALSE,6.33333333333333
"0.052054795",0.554451840185676,0.467414406158358,0.579764125295508,0.52232964801444,0.508053340517241,0.519590835813492,FALSE,5.47916666666667
"0.054794521",0.61543893678161,0.563310789345064,0.646388031914893,0.572640643802647,0.57444836566092,0.592363715277778,TRUE,0.197916666666667
"0.057534247",0.634169098143236,0.592714931573803,0.650899852245863,0.579592885078219,0.604338002873563,0.588679935515873,TRUE,-0.395833333333333
"0.060273973",0.5825324933687,0.50135318914956,0.594047695035461,0.561434341155235,0.515925107758621,0.551383928571429,FALSE,2.16666666666667
"0.063013699",0.575009891688771,0.485051075268817,0.589451447990544,0.541473375451264,0.527067618534483,0.546962053571429,FALSE,2.70833333333333
"0.065753425",0.576625552608311,0.488044477028348,0.584793055555555,0.536502858002407,0.51341558908046,0.546058407738095,FALSE,6.14583333333333
"0.068493151",0.560140915119363,0.488775782013685,0.582041430260048,0.529381242478941,0.519236979166667,0.529879836309524,FALSE,5.08333333333333
"0.071232877",0.551751602564103,0.482721529814272,0.573108451536643,0.526007821901324,0.514046515804598,0.523164930555556,FALSE,3.64583333333333
"0.073972603",0.610037964190981,0.545890640273705,0.630836524822695,0.557871389891697,0.580828573994253,0.573928881448413,TRUE,-0.0416666666666667
"0.076712329",0.626091760610079,0.573320747800587,0.647439036643026,0.59661198856799,0.601543821839081,0.591606274801587,TRUE,0.0208333333333333
"0.079452055",0.576079078249337,0.499433101173021,0.603915839243499,0.568249623947052,0.539798042385057,0.561470796130952,FALSE,2.5
"0.082191781",0.572495662024757,0.483785251710655,0.579544001182033,0.541458859807461,0.524277568247127,0.518366257440476,FALSE,6.125
"0.084931507",0.561307277851459,0.483468536168133,0.577216962174941,0.537576865222623,0.511865391522989,0.542407490079365,FALSE,4.20833333333333
"0.087671233",0.572684211980548,0.472304191104595,0.586512795508274,0.535591681708785,0.519997395833333,0.553690166170635,FALSE,5.89583333333333
"0.090410959",0.552173712422635,0.468127016129032,0.572542848699764,0.53040944645006,0.502266343390805,0.51292578125,FALSE,5.58333333333333
"0.093150685",0.609698524535809,0.528836021505377,0.632448729314421,0.544017599277978,0.56812805316092,0.569807911706349,TRUE,4.41666666666667
"0.095890411",0.616932885720601,0.569368585043988,0.642912765957447,0.589078143802647,0.601129400143678,0.561799665178571,TRUE,3.39583333333333
"0.098630137",0.576945015473033,0.495058651026393,0.581426063829787,0.543619133574007,0.541040229885057,0.54560298859127,FALSE,3.5
"0.101369863",0.560595076259947,0.49108791544477,0.574801004728132,0.540794449458484,0.531816810344828,0.529084697420635,FALSE,3.1875
"0.104109589",0.558512433687003,0.486550036656891,0.56700596926714,0.54850857400722,0.536565014367816,0.543344370039683,FALSE,0.958333333333333
"0.106849315",0.551084051724138,0.479347140762463,0.566726093380615,0.533642749699158,0.521867367097701,0.52483345734127,FALSE,-0.0833333333333333
"0.109589041",0.545790174624226,0.479241691104594,0.573930703309693,0.530583333333333,0.536766792385057,0.530152281746032,FALSE,2.29166666666667
"0.112328767",0.596149895004421,0.537216458944281,0.609235490543735,0.542652301444043,0.592334859913793,0.560027591765873,TRUE,2.625
"0.115068493",0.595084770114943,0.522561155913978,0.616198197399527,0.553757671480144,0.568974048132184,0.562230716765873,TRUE,2.58333333333333
"0.117808219",0.570355133731211,0.472648277126099,0.575838770685579,0.531990222623345,0.530170797413793,0.533958271329365,FALSE,4.5
"0.120547945",0.573414318081344,0.482891434506354,0.584718557919622,0.537052346570397,0.533597611350575,0.537323536706349,FALSE,2
"0.123287671",0.559965765915119,0.468859848484849,0.572488386524823,0.521468185920578,0.535714888649425,0.532582961309524,FALSE,1.58333333333333
"0.126027397",0.564693551061008,0.473458150048876,0.573999852245863,0.516210439229844,0.516770653735632,0.529280071924603,FALSE,-0.416666666666667
"0.128767123",0.559814876215738,0.472536107038123,0.568534899527187,0.521737740673887,0.528552532327586,0.544921688988095,FALSE,0.604166666666667
"0.131506849",0.592397988505747,0.537712732160313,0.625105348699763,0.560630866425993,0.578911637931035,0.557864459325397,TRUE,0.479166666666667
"0.134246575",0.613463804155614,0.556305290811339,0.641110342789598,0.590455550541516,0.570188667385057,0.577054873511905,TRUE,-0.625
"0.136986301",0.565301254420866,0.483541483382209,0.584937825059102,0.545409220818291,0.530168552442529,0.555971168154762,FALSE,0.0833333333333333
"0.139726027",0.576393070291777,0.486851173020528,0.593119444444444,0.541297081829122,0.54090149066092,0.561176649305556,FALSE,1.9375
"0.142465753",0.560808438328912,0.458804313294233,0.590174408983451,0.529745261732852,0.521356950431034,0.55952486359127,FALSE,4.08333333333333
"0.145205479",0.552712754199823,0.452560056207233,0.570723345153664,0.522868757521059,0.513705549568966,0.559824714781746,FALSE,1.52083333333333
"0.147945205",0.53826942418214,0.455848545943304,0.573271572104019,0.519298435619735,0.526391971982759,0.541366071428571,FALSE,2.58333333333333
"0.150684932",0.582868230548187,0.501118951612903,0.614455407801418,0.544080550541516,0.537230872844828,0.55236042906746,TRUE,3.08333333333333
"0.153424658",0.59899632515473,0.530841764418377,0.621548108747045,0.553867554151625,0.564688577586207,0.553036086309524,TRUE,1.46875
"0.156164384",0.538129531388152,0.452663978494624,0.559665721040189,0.512567915162455,0.493920977011494,0.513473958333333,FALSE,2.54166666666667
"0.158904110",0.542950707338638,0.45775727028348,0.559930821513002,0.508917268351384,0.495317887931034,0.531573288690476,FALSE,1.89583333333333
"0.161643836",0.539215434350133,0.448606366080156,0.565838504728132,0.510089951865223,0.515015355603448,0.517430555555556,FALSE,4.14583333333333
"0.164383562",0.518449988947834,0.432329423264907,0.548393882978723,0.495057084837545,0.482576867816092,0.504759486607143,FALSE,1.375
"0.167123288",0.516318799734748,0.447020283479961,0.547012145390071,0.498843712394705,0.477843570402299,0.509359499007937,FALSE,2.8125
"0.169863014",0.576204934792219,0.513983565493646,0.60922018321513,0.534401774969916,0.536720994971264,0.536353546626984,TRUE,4.10416666666667
"0.172602740",0.581103779840849,0.515423875855327,0.596378368794326,0.545594238868833,0.545722431752874,0.520986235119048,TRUE,2.17708333333333
"0.175342466",0.532263621794872,0.454087060117302,0.553684426713948,0.509743080625752,0.492967313218391,0.512213293650794,FALSE,-0.270833333333333
"0.178082192",0.529909013041556,0.432162512218964,0.54277786643026,0.518212695547533,0.49561566091954,0.505537140376984,FALSE,1.375
"0.180821918",0.522716125110522,0.436529753176931,0.545626388888889,0.50902805354994,0.499580369971264,0.496608444940476,FALSE,1.91666666666667
"0.183561644",0.519164456233422,0.428447519550342,0.530388061465721,0.498275571600481,0.49428125,0.508225260416667,FALSE,1.97916666666667
"0.186301370",0.509905089522546,0.430540933528837,0.538717109929078,0.494725932611312,0.47964224137931,0.48010689484127,FALSE,6.14583333333333
"0.189041096",0.559590986958444,0.469198985826002,0.582645390070922,0.532235860409146,0.520817528735632,0.515276599702381,TRUE,5.75
"0.191780822",0.542470822281167,0.49741788856305,0.574634544917258,0.526413357400722,0.513596623563218,0.500838169642857,TRUE,5.69791666666667
"0.194520548",0.514162798408488,0.430692631964809,0.536328605200945,0.505616576413959,0.486698724856322,0.481121279761905,FALSE,5.16666666666667
"0.197260274",0.52131026193634,0.427482465786901,0.535714154846336,0.498818592057762,0.501772359913793,0.48775496031746,FALSE,5.3125
"0.200000000",0.529971678824049,0.491068059628543,0.538671187943262,0.50527166064982,0.529741020114943,0.494164124503968,FALSE,10.34375
"0.202739726",0.504270778072502,0.416427419354839,0.519801507092199,0.503427196149218,0.484055495689655,0.47859623015873,FALSE,10.8125
"0.205479452",0.508966373784262,0.418202712609971,0.52754896572104,0.500395382069796,0.477204382183908,0.467859685019841,FALSE,8.3125
"0.208219178",0.549640362511052,0.472129765395894,0.56798658392435,0.51870479843562,0.506267420977011,0.486527281746032,TRUE,6.6875
"0.210958904",0.553189019672856,0.496916544477028,0.573998492907801,0.51733190433213,0.51837194683908,0.482516121031746,TRUE,8.33333333333333
"0.213698630",0.500845601237842,0.414858687683284,0.514913475177305,0.486743757521059,0.466912176724138,0.466158048115079,FALSE,8.39583333333333
