"Cluster 1","Cluster 2","Cluster 3","Cluster 4","Cluster 5","Cluster 6","toy","weekend","tod","temp"
"0.569053050397878","0.621158357771261","0.727290780141844","0.486931407942238","0.859112068965517","0.540883928571429","0.986301370","False"," 0","  4.00000"
"0.451568965517241","0.4668357771261","0.632442553191489","0.418895306859206","0.809862068965517","0.447139880952381","0.986301370","False"," 1","  4.00000"
"0.373449602122016","0.356768328445748","0.544765957446809","0.369490974729242","0.702978448275862","0.371613095238095","0.986301370","False"," 2","  4.00000"
"0.305741379310345","0.321140762463343","0.473182978723404","0.315837545126354","0.63039224137931","0.334625","0.986301370","False"," 3","  4.00000"
"0.26242175066313","0.270533724340176","0.391283687943262","0.306812274368231","0.551655172413793","0.284693452380952","0.986301370","False"," 4","  4.00000"
"0.249190981432361","0.226228739002933","0.327","0.293418772563177","0.494198275862069","0.243002976190476","0.986301370","False"," 5","  4.00000"
"0.210786472148541","0.199234604105572","0.287089361702128","0.278068592057762","0.413349137931035","0.220142857142857","0.986301370","False"," 6","  4.00000"
"0.202802387267905","0.190724340175953","0.250591489361702","0.276552346570397","0.362771551724138","0.210964285714286","0.986301370","False"," 7","  4.00000"
"0.191848806366048","0.185269794721408","0.241198581560284","0.295909747292419","0.33273275862069","0.204684523809524","0.986301370","False"," 8","  4.00000"
"0.187953580901857","0.175636363636364","0.238660992907801","0.290548736462094","0.311788793103448","0.196488095238095","0.986301370","False"," 9","  4.00000"
"0.180399204244032","0.171026392961877","0.224412765957447","0.290451263537906","0.28876724137931","0.197886904761905","0.986301370","False","10","  4.00000"
"0.18568700265252","0.183621700879765","0.223951773049645","0.29901083032491","0.312715517241379","0.208434523809524","0.986301370","False","11","  3.00000"
"0.195209549071618","0.19158651026393","0.22717304964539","0.308339350180505","0.286318965517241","0.229434523809524","0.986301370","False","12","  4.00000"
"0.204709549071618","0.189785923753666","0.238642553191489","0.367873646209386","0.309245689655172","0.224375","0.986301370","False","13","  4.00000"
"0.227477453580902","0.219392961876833","0.253862411347518","0.404429602888087","0.313202586206897","0.254815476190476","0.986301370","False","14","  3.00000"
"0.264230769230769","0.247381231671554","0.26869219858156","0.469978339350181","0.323047413793103","0.294708333333333","0.986301370","False","15","  4.00000"
"0.31762599469496","0.26808211143695","0.305178723404255","0.637841155234657","0.346685344827586","0.335973214285714","0.986301370","False","16","  4.00000"
"0.396152519893899","0.319096774193548","0.344148936170213","0.605563176895307","0.383693965517241","0.419574404761905","0.986301370","False","17","  4.00000"
"0.431594164456233","0.375727272727273","0.363639716312057","0.659660649819495","0.466681034482759","0.570267857142857","0.986301370","False","18","  4.00000"
"0.571928381962865","0.376149560117302","0.421748936170213","0.69827797833935","0.472474137931034","0.691467261904762","0.986301370","False","19","  4.00000"
"0.657147214854111","0.459240469208211","0.478234042553191","0.682519855595668","0.480637931034483","0.740151785714286","0.986301370","False","20","  4.00000"
"0.765598143236074","0.589190615835777","0.548258156028369","0.693097472924188","0.489073275862069","0.785669642857143","0.986301370","False","21","  4.00000"
"0.841966843501326","0.621290322580645","0.683429787234043","0.738541516245487","0.548758620689655","0.91714880952381","0.986301370","False","22","  4.00000"
"0.871497347480106","0.580994134897361","0.744133333333333","0.733963898916968","0.602012931034483","0.933327380952381","0.986301370","False","23","  4.00000"
"0.865819628647215","0.602184750733138","0.786743262411348","0.710079422382672","0.681711206896552","0.969672619047619","0.986301370","False","24","  4.00000"
"0.860968169761273","0.631017595307918","0.823710638297872","0.823238267148014","0.671418103448276","1.06760714285714","0.986301370","False","25","  4.00000"
"0.891920424403183","0.619838709677419","0.812180141843972","0.744332129963899","0.714724137931035","1.05339583333333","0.986301370","False","26","  4.00000"
"0.940160477453581","0.618536656891496","0.828419858156028","0.777592057761733","0.704612068965517","1.0570744047619","0.986301370","False","27","  4.00000"
"0.924847480106101","0.600809384164223","0.868431205673759","0.735425992779783","0.764090517241379","0.995619047619048","0.986301370","False","28","  4.00000"
"0.875629973474801","0.563149560117302","0.89221134751773","0.714296028880866","0.656116379310345","0.886148809523809","0.986301370","False","29","  4.00000"
"0.871051724137931","0.650633431085044","0.903483687943262","0.724151624548736","0.680241379310345","0.916401785714286","0.986301370","False","30","  3.00000"
"0.923766578249337","0.661595307917889","0.95258865248227","0.721093862815885","0.751672413793103","0.857729166666667","0.986301370","False","31","  3.00000"
"0.956763925729443","0.673519061583578","0.995712056737589","0.813642599277978","0.787426724137931","0.833964285714286","0.986301370","False","32","  3.00000"
"0.983885941644562","0.72041935483871","1.0728609929078","0.855992779783393","0.844926724137931","0.892770833333333","0.986301370","False","33","  3.00000"
"1.11911538461538","0.821278592375367","1.15490070921986","1.00429963898917","0.893073275862069","0.98125","0.986301370","False","34","  3.00000"
"1.29671220159151","0.963073313782991","1.26071631205674","1.09268953068592","0.973034482758621","1.02248214285714","0.986301370","False","35","  2.00000"
"1.3986074270557","1.05548093841642","1.29818156028369","1.10565342960289","1.10788793103448","1.08171726190476","0.986301370","False","36","  2.00000"
"1.33340583554377","1.15299413489736","1.26544397163121","1.08558483754513","1.13914655172414","1.09422619047619","0.986301370","False","37","  2.00000"
"1.2659151193634","1.13460410557185","1.24896595744681","0.982447653429603","1.16901724137931","1.0627619047619","0.986301370","False","38","  3.00000"
"1.26277453580902","1.14458651026393","1.23873758865248","0.939859205776173","1.11778879310345","1.01022023809524","0.986301370","False","39","  3.00000"
"1.22072679045093","1.13804398826979","1.18323404255319","0.887231046931408","1.12951293103448","1.00670535714286","0.986301370","False","40","  3.00000"
"1.09339920424403","1.16482991202346","1.17735886524823","0.854054151624549","1.04560344827586","0.949601190476191","0.986301370","False","41","  3.00000"
"1.06604641909814","1.06901759530792","1.09009503546099","0.839079422382672","1.0434525862069","0.909958333333333","0.986301370","False","42","  3.00000"
"1.01471883289125","1.03839882697947","1.08810638297872","0.844685920577617","1.07210775862069","0.915791666666667","0.986301370","False","43","  3.00000"
"0.961940318302387","0.977181818181818","1.03977872340426","0.810599277978339","1.04251293103448","0.866092261904762","0.986301370","False","44","  3.00000"
"0.871781167108753","0.942134897360704","0.983913475177305","0.740613718411552","1.00271120689655","0.789723214285714","0.986301370","False","45","  3.00000"
"0.795688328912467","0.872718475073314","0.968045390070922","0.626747292418773","1.00713793103448","0.712854166666667","0.986301370","False","46","  3.00000"
"0.720107427055703","0.757284457478006","0.858493617021277","0.559960288808664","0.901810344827586","0.631113095238095","0.986301370","False","47","  3.00000"
"0.633112732095491","0.707651026392962","0.803753191489362","0.604046931407942","0.891306034482759","0.570401785714286","0.000000000","True"," 0","  2.00000"
"0.531957559681698","0.56958357771261","0.692828368794326","0.542487364620939","0.801547413793103","0.473291666666667","0.000000000","True"," 1","  2.00000"
"0.397238726790451","0.430692082111437","0.596724822695035","0.476043321299639","0.731560344827586","0.387294642857143","0.000000000","True"," 2","  3.00000"
"0.310039787798408","0.375873900293255","0.496594326241135","0.421465703971119","0.667512931034483","0.30671130952381","0.000000000","True"," 3","  2.00000"
"0.262163129973475","0.306824046920821","0.426808510638298","0.390819494584838","0.600905172413793","0.286208333333333","0.000000000","True"," 4","  2.00000"
"0.243913793103448","0.251158357771261","0.387856737588652","0.340039711191336","0.539150862068966","0.244699404761905","0.000000000","True"," 5","  2.00000"
"0.215233421750663","0.223428152492669","0.329537588652482","0.342332129963899","0.440030172413793","0.236934523809524","0.000000000","True"," 6","  2.00000"
"0.205531830238727","0.202873900293255","0.300225531914894","0.323761732851986","0.386409482758621","0.239449404761905","0.000000000","True"," 7","  2.00000"
"0.195583554376658","0.193451612903226","0.269774468085106","0.32470036101083","0.34625","0.231223214285714","0.000000000","True"," 8","  2.00000"
"0.189171087533157","0.189721407624633","0.255656737588652","0.323967509025271","0.344788793103448","0.216604166666667","0.000000000","True"," 9","  2.00000"
"0.181671087533157","0.185457478005865","0.242539007092199","0.334527075812274","0.315090517241379","0.202065476190476","0.000000000","True","10","  2.00000"
"0.186287798408488","0.181894428152493","0.230709219858156","0.340729241877256","0.293875","0.197755952380952","0.000000000","True","11","  2.00000"
"0.184602122015915","0.177032258064516","0.22686524822695","0.333162454873646","0.289715517241379","0.199880952380952","0.000000000","True","12","  2.00000"
"0.191220159151194","0.174818181818182","0.231460992907801","0.383039711191336","0.285198275862069","0.201940476190476","0.000000000","True","13","  2.00000"
"0.196972148541114","0.19466568914956","0.242036879432624","0.403270758122744","0.303935344827586","0.230827380952381","0.000000000","True","14","  2.00000"
"0.220737400530504","0.21475073313783","0.244007092198582","0.425241877256318","0.352271551724138","0.251627976190476","0.000000000","True","15","  2.00000"
"0.259716180371353","0.236269794721408","0.264733333333333","0.480794223826715","0.373633620689655","0.329833333333333","0.000000000","True","16","  2.00000"
"0.296002652519894","0.288454545454545","0.29062695035461","0.548581227436823","0.386948275862069","0.396717261904762","0.000000000","True","17","  2.00000"
"0.376155172413793","0.325806451612903","0.329495035460993","0.588061371841155","0.419797413793103","0.498488095238095","0.000000000","True","18","  2.00000"
"0.487362068965517","0.368865102639296","0.38476170212766","0.66784476534296","0.451702586206897","0.63985119047619","0.000000000","True","19","  2.00000"
"0.596594164456233","0.435683284457478","0.46177304964539","0.76171119133574","0.51301724137931","0.811803571428571","0.000000000","True","20","  2.00000"
"0.671688328912467","0.545214076246334","0.539456737588653","0.77528880866426","0.562827586206897","0.878791666666667","0.000000000","True","21","  2.00000"
"0.812986737400531","0.537715542521994","0.654575886524823","0.747191335740072","0.554375","0.90975","0.000000000","True","22","  2.00000"
"0.880263925729443","0.58616715542522","0.734902127659575","0.788310469314079","0.602556034482759","0.96577380952381","0.000000000","True","23","  2.00000"
"0.920871352785146","0.564258064516129","0.757314893617021","0.774202166064982","0.592844827586207","0.966892857142857","0.000000000","True","24","  2.00000"
"0.956583554376658","0.62758651026393","0.861567375886525","0.848292418772563","0.716918103448276","1.08234226190476","0.000000000","True","25","  2.00000"
"0.983733421750663","0.667240469208211","0.985750354609929","0.811108303249097","0.721163793103448","1.1784375","0.000000000","True","26","  3.00000"
"1.03484217506631","0.666067448680352","0.996970212765957","0.834245487364621","0.671215517241379","1.0771875","0.000000000","True","27","  2.00000"
"1.02096684350133","0.677712609970675","0.996978723404255","0.826353790613718","0.739560344827586","0.9448125","0.000000000","True","28","  2.00000"
"0.95225198938992","0.705771260997067","0.9434","0.773137184115523","0.772418103448276","0.796247023809524","0.000000000","True","29","  2.00000"
"0.911954907161804","0.63774780058651","0.920921985815603","0.713483754512635","0.726168103448276","0.708419642857143","0.000000000","True","30","  2.00000"
"0.907523872679045","0.642005865102639","0.946805673758865","0.707628158844765","0.670418103448276","0.661270833333333","0.000000000","True","31","  2.00000"
"0.917911140583554","0.622621700879765","0.929428368794326","0.800292418772563","0.628887931034483","0.668985119047619","0.000000000","True","32","  2.00000"
"0.94293899204244","0.673774193548387","0.997764539007092","0.897111913357401","0.739387931034483","0.721761904761905","0.000000000","True","33","  1.00000"
"1.06270822281167","0.764363636363636","1.06710780141844","0.90185559566787","0.823577586206897","0.806151785714286","0.000000000","True","34","  0.00000"
"1.21499204244032","0.914351906158358","1.1903914893617","1.03962454873646","0.917461206896552","0.946910714285714","0.000000000","True","35","  0.00000"
